resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,name,date,circuitRef,country,lat,lng,alt,driverRef,dob,nationality_driver,constructorRef,nationality_constructor,status,driver_age,is_dnf,podium,in_points,driver_standing_pts,driver_standing_pos,driver_wins_so_far,constructor_standing_pts,constructor_standing_pos,constructor_wins_so_far,quali_position,best_quali_sec,quali_gap_to_pole,pit_stop_count
6633,309,88,26,30.0,22,,R,25,0.0,3,,,,,,,95,1991,5,7,Canadian Grand Prix,1991-06-02,villeneuve,Canada,45.5,-73.5228,13,suzuki,1960-09-08,Japanese,lola,British,Fuel leak,30.7,1,0,0,1.0,17.0,0.0,0.0,15.0,0.0,,,,0
6634,309,105,29,9.0,21,,R,26,0.0,2,,,,,,,37,1991,5,7,Canadian Grand Prix,1991-06-02,villeneuve,Canada,45.5,-73.5228,13,alboreto,1956-12-23,Italian,footwork,British,Throttle,34.4,1,0,0,0.0,31.0,0.0,0.0,17.0,0.0,,,,0
6635,309,120,39,18.0,0,,F,27,0.0,0,,,,,,,81,1991,5,7,Canadian Grand Prix,1991-06-02,villeneuve,Canada,45.5,-73.5228,13,barbazza,1963-04-02,Italian,ags,French,Did not qualify,28.2,1,0,0,0.0,33.0,0.0,0.0,14.0,0.0,,,,0
6636,309,99,39,17.0,0,,F,28,0.0,0,,,,,,,81,1991,5,7,Canadian Grand Prix,1991-06-02,villeneuve,Canada,45.5,-73.5228,13,tarquini,1962-03-02,Italian,ags,French,Did not qualify,29.3,1,0,0,0.0,24.0,0.0,0.0,14.0,0.0,,,,0
6637,309,87,34,8.0,0,,F,29,0.0,0,,,,,,,81,1991,5,7,Canadian Grand Prix,1991-06-02,villeneuve,Canada,45.5,-73.5228,13,blundell,1966-04-08,British,brabham,British,Did not qualify,25.1,1,0,0,0.0,23.0,0.0,0.0,13.0,0.0,,,,0
6638,309,65,32,12.0,0,,F,30,0.0,0,,,,,,,81,1991,5,7,Canadian Grand Prix,1991-06-02,villeneuve,Canada,45.5,-73.5228,13,herbert,1964-06-25,British,team_lotus,British,Did not qualify,26.9,1,0,0,0.0,34.0,0.0,3.0,9.0,0.0,,,,0
6639,309,129,36,14.0,0,,F,31,0.0,0,,,,,,,97,1991,5,7,Canadian Grand Prix,1991-06-02,villeneuve,Canada,45.5,-73.5228,13,grouillard,1958-09-02,French,fondmetal,Italian,Did not prequalify,32.7,1,0,0,0.0,35.0,0.0,0.0,18.0,0.0,,,,0
6640,309,78,40,34.0,0,,F,32,0.0,0,,,,,,,97,1991,5,7,Canadian Grand Prix,1991-06-02,villeneuve,Canada,45.5,-73.5228,13,larini,1964-03-19,Italian,lambo,Italian,Did not prequalify,27.2,1,0,0,0.0,20.0,0.0,0.0,12.0,0.0,,,,0
6641,309,128,40,35.0,0,,F,33,0.0,0,,,,,,,97,1991,5,7,Canadian Grand Prix,1991-06-02,villeneuve,Canada,45.5,-73.5228,13,poele,1961-09-30,Belgian,lambo,Italian,Did not prequalify,29.7,1,0,0,0.0,26.0,0.0,0.0,12.0,0.0,,,,0
6642,309,142,42,31.0,0,,F,34,0.0,0,,,,,,,97,1991,5,7,Canadian Grand Prix,1991-06-02,villeneuve,Canada,45.5,-73.5228,13,chaves,1965-02-27,Portuguese,coloni,Italian,Did not prequalify,26.3,1,0,0,0.0,36.0,0.0,0.0,19.0,0.0,,,,0
6643,310,119,3,6.0,1,1.0,1,1,10.0,67,1:29:52.205,5392205.0,,,,,1,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,patrese,1954-04-17,Italian,williams,British,Finished,37.2,0,1,1,20.0,2.0,1.0,33.0,2.0,1.0,,,,0
6644,310,95,3,5.0,2,2.0,2,2,6.0,67,+1.336,5393541.0,,,,,1,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,mansell,1953-08-08,British,williams,British,Finished,37.9,0,1,1,13.0,4.0,0.0,33.0,2.0,1.0,,,,0
6645,310,102,1,1.0,3,3.0,3,3,4.0,67,+57.356,5449561.0,,,,,1,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,senna,1960-03-21,Brazilian,mclaren,British,Finished,31.2,0,1,1,44.0,1.0,4.0,54.0,1.0,4.0,,,,0
6646,310,110,17,33.0,11,4.0,4,4,3.0,66,,,,,,,11,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,cesaris,1959-05-31,Italian,jordan,Irish,+1 Lap,32.0,0,0,1,6.0,8.0,0.0,8.0,6.0,0.0,,,,0
6647,310,90,22,19.0,9,5.0,5,5,2.0,66,,,,,,,11,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,moreno,1959-02-11,Brazilian,benetton,Italian,+1 Lap,32.3,0,0,1,5.0,10.0,0.0,21.0,3.0,1.0,,,,0
6648,310,103,26,29.0,23,6.0,6,6,1.0,66,,,,,,,11,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,bernard,1964-08-24,French,lola,British,+1 Lap,26.8,0,0,1,1.0,17.0,0.0,1.0,10.0,0.0,,,,0
6649,310,81,18,24.0,14,7.0,7,7,0.0,66,,,,,,,11,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,morbidelli,1968-01-13,Italian,minardi,Italian,+1 Lap,23.4,0,0,0,0.0,21.0,0.0,3.0,8.0,0.0,,,,0
6650,310,123,27,25.0,10,8.0,8,8,0.0,65,,,,,,,12,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,boutsen,1957-07-13,Belgian,ligier,French,+2 Laps,33.9,0,0,0,0.0,20.0,0.0,0.0,12.0,0.0,,,,0
6651,310,57,32,11.0,24,9.0,9,9,0.0,65,,,,,,,12,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,hakkinen,1968-09-28,Finnish,team_lotus,British,+2 Laps,22.7,0,0,0,2.0,14.0,0.0,3.0,9.0,0.0,,,,0
6652,310,65,32,12.0,25,10.0,10,10,0.0,65,,,,,,,12,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,herbert,1964-06-25,British,team_lotus,British,+2 Laps,27.0,0,0,0,0.0,27.0,0.0,3.0,9.0,0.0,,,,0
6653,310,131,25,4.0,8,11.0,11,11,0.0,65,,,,,,,12,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,modena,1963-05-12,Italian,tyrrell,British,+2 Laps,28.1,0,0,0,9.0,7.0,0.0,11.0,5.0,0.0,,,,0
6654,310,138,25,3.0,13,12.0,12,12,0.0,64,,,,,,,13,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,satoru_nakajima,1953-02-23,Japanese,tyrrell,British,+3 Laps,38.3,0,0,0,2.0,15.0,0.0,11.0,5.0,0.0,,,,0
6655,310,87,34,8.0,12,,R,13,0.0,54,,,,,,,5,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,blundell,1966-04-08,British,brabham,British,Engine,25.2,1,0,0,0.0,24.0,0.0,0.0,14.0,0.0,,,,0
6656,310,92,17,32.0,20,,R,14,0.0,51,,,,,,,20,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,gachot,1962-12-23,Belgian,jordan,Irish,Spun off,28.5,1,0,0,2.0,13.0,0.0,8.0,6.0,0.0,,,,0
6657,310,88,26,30.0,19,,R,15,0.0,48,,,,,,,6,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,suzuki,1960-09-08,Japanese,lola,British,Gearbox,30.8,1,0,0,1.0,18.0,0.0,1.0,10.0,0.0,,,,0
6658,310,137,22,20.0,6,,R,16,0.0,44,,,,,,,67,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,piquet,1952-08-17,Brazilian,benetton,Italian,Wheel bearing,38.8,1,0,0,16.0,3.0,1.0,21.0,3.0,1.0,,,,0
6659,310,55,6,28.0,4,,R,17,0.0,42,,,,,,,8,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,alesi,1964-06-11,French,ferrari,Italian,Clutch,27.0,1,0,0,5.0,9.0,0.0,16.0,4.0,0.0,,,,0
6660,310,109,35,22.0,16,,R,18,0.0,30,,,,,,,5,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,lehto,1966-01-31,Finnish,dallara,Italian,Engine,25.4,1,0,0,4.0,11.0,0.0,5.0,7.0,0.0,,,,0
6661,310,105,29,9.0,26,,R,19,0.0,24,,,,,,,5,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,alboreto,1956-12-23,Italian,footwork,British,Engine,34.5,1,0,0,0.0,32.0,0.0,0.0,17.0,0.0,,,,0
6662,310,84,34,7.0,17,,R,20,0.0,20,,,,,,,36,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,brundle,1959-06-01,British,brabham,British,Wheel,32.0,1,0,0,0.0,28.0,0.0,0.0,14.0,0.0,,,,0
6663,310,122,41,16.0,22,,R,21,0.0,19,,,,,,,5,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,capelli,1963-05-24,Italian,leyton,British,Engine,28.1,1,0,0,0.0,31.0,0.0,0.0,16.0,0.0,,,,0
6664,310,117,6,27.0,7,,R,22,0.0,16,,,,,,,91,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,prost,1955-02-24,French,ferrari,Italian,Alternator,36.3,1,0,0,11.0,5.0,0.0,16.0,4.0,0.0,,,,0
6665,310,127,41,15.0,18,,R,23,0.0,15,,,,,,,5,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,gugelmin,1963-04-20,Brazilian,leyton,British,Engine,28.2,1,0,0,0.0,29.0,0.0,0.0,16.0,0.0,,,,0
6666,310,129,36,14.0,21,,R,24,0.0,13,,,,,,,5,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,grouillard,1958-09-02,French,fondmetal,Italian,Engine,32.8,1,0,0,0.0,33.0,0.0,0.0,18.0,0.0,,,,0
6667,310,77,1,2.0,5,,R,25,0.0,5,,,,,,,5,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,berger,1959-08-27,Austrian,mclaren,British,Engine,31.8,1,0,0,10.0,6.0,0.0,54.0,1.0,4.0,,,,0
6668,310,94,18,23.0,15,,R,26,0.0,4,,,,,,,20,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,martini,1961-04-23,Italian,minardi,Italian,Spun off,30.1,1,0,0,3.0,12.0,0.0,3.0,8.0,0.0,,,,0
6669,310,100,27,26.0,0,,F,27,0.0,0,,,,,,,81,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,comas,1963-09-28,French,ligier,French,Did not qualify,27.7,1,0,0,0.0,23.0,0.0,0.0,12.0,0.0,,,,0
6670,310,99,39,17.0,0,,F,28,0.0,0,,,,,,,81,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,tarquini,1962-03-02,Italian,ags,French,Did not qualify,29.3,1,0,0,0.0,25.0,0.0,0.0,15.0,0.0,,,,0
6671,310,140,29,10.0,0,,F,29,0.0,0,,,,,,,81,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,johansson,1956-09-08,Swedish,footwork,British,Did not qualify,34.8,1,0,0,0.0,30.0,0.0,0.0,17.0,0.0,,,,0
6672,310,120,39,18.0,0,,F,30,0.0,0,,,,,,,81,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,barbazza,1963-04-02,Italian,ags,French,Did not qualify,28.2,1,0,0,0.0,35.0,0.0,0.0,15.0,0.0,,,,0
6673,310,78,40,34.0,0,,F,31,0.0,0,,,,,,,97,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,larini,1964-03-19,Italian,lambo,Italian,Did not prequalify,27.2,1,0,0,0.0,22.0,0.0,0.0,13.0,0.0,,,,0
6674,310,128,40,35.0,0,,F,32,0.0,0,,,,,,,97,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,poele,1961-09-30,Belgian,lambo,Italian,Did not prequalify,29.7,1,0,0,0.0,26.0,0.0,0.0,13.0,0.0,,,,0
6675,310,142,42,31.0,0,,F,33,0.0,0,,,,,,,97,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,chaves,1965-02-27,Portuguese,coloni,Italian,Did not prequalify,26.3,1,0,0,0.0,36.0,0.0,0.0,19.0,0.0,,,,0
6676,310,139,35,21.0,0,,F,34,0.0,0,,,,,,,97,1991,6,32,Mexican Grand Prix,1991-06-16,rodriguez,Mexico,19.4042,-99.0907,2227,pirro,1962-01-12,Italian,dallara,Italian,Did not prequalify,29.4,1,0,0,1.0,16.0,0.0,5.0,7.0,0.0,,,,0
6677,311,95,3,5.0,4,1.0,1,1,10.0,72,1:38:00.056,5880056.0,,,,,1,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,mansell,1953-08-08,British,williams,British,Finished,37.9,0,1,1,23.0,2.0,1.0,45.0,2.0,2.0,,,,0
6678,311,117,6,27.0,2,2.0,2,2,6.0,72,+5.003,5885059.0,,,,,1,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,prost,1955-02-24,French,ferrari,Italian,Finished,36.4,0,1,1,17.0,4.0,0.0,25.0,3.0,0.0,,,,0
6679,311,102,1,1.0,3,3.0,3,3,4.0,72,+34.934,5914990.0,,,,,1,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,senna,1960-03-21,Brazilian,mclaren,British,Finished,31.3,0,1,1,48.0,1.0,4.0,58.0,1.0,4.0,,,,0
6680,311,55,6,28.0,6,4.0,4,4,3.0,72,+35.920,5915976.0,,,,,1,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,alesi,1964-06-11,French,ferrari,Italian,Finished,27.1,0,0,1,8.0,8.0,0.0,25.0,3.0,0.0,,,,0
6681,311,119,3,6.0,1,5.0,5,5,2.0,71,,,,,,,11,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,patrese,1954-04-17,Italian,williams,British,+1 Lap,37.2,0,0,1,22.0,3.0,1.0,45.0,2.0,2.0,,,,0
6682,311,110,17,33.0,13,6.0,6,6,1.0,71,,,,,,,11,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,cesaris,1959-05-31,Italian,jordan,Irish,+1 Lap,32.1,0,0,1,7.0,9.0,0.0,9.0,6.0,0.0,,,,0
6683,311,127,41,15.0,9,7.0,7,7,0.0,70,,,,,,,12,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,gugelmin,1963-04-20,Brazilian,leyton,British,+2 Laps,28.2,0,0,0,0.0,22.0,0.0,0.0,14.0,0.0,,,,0
6684,311,137,22,20.0,7,8.0,8,8,0.0,70,,,,,,,12,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,piquet,1952-08-17,Brazilian,benetton,Italian,+2 Laps,38.9,0,0,0,16.0,5.0,1.0,21.0,4.0,1.0,,,,0
6685,311,94,18,23.0,12,9.0,9,9,0.0,70,,,,,,,12,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,martini,1961-04-23,Italian,minardi,Italian,+2 Laps,30.2,0,0,0,3.0,12.0,0.0,3.0,8.0,0.0,,,,0
6686,311,65,32,12.0,20,10.0,10,10,0.0,70,,,,,,,12,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,herbert,1964-06-25,British,team_lotus,British,+2 Laps,27.0,0,0,0,0.0,28.0,0.0,3.0,9.0,0.0,,,,0
6687,311,100,27,26.0,14,11.0,11,11,0.0,70,,,,,,,12,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,comas,1963-09-28,French,ligier,French,+2 Laps,27.8,0,0,0,0.0,24.0,0.0,0.0,12.0,0.0,,,,0
6688,311,123,27,25.0,16,12.0,12,12,0.0,69,,,,,,,13,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,boutsen,1957-07-13,Belgian,ligier,French,+3 Laps,34.0,0,0,0,0.0,20.0,0.0,0.0,12.0,0.0,,,,0
6689,311,90,22,19.0,8,,R,13,0.0,63,,,,,,,68,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,moreno,1959-02-11,Brazilian,benetton,Italian,Physical,32.4,1,0,0,5.0,10.0,0.0,21.0,4.0,1.0,,,,0
6690,311,131,25,4.0,11,,R,14,0.0,57,,,,,,,6,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,modena,1963-05-12,Italian,tyrrell,British,Gearbox,28.2,1,0,0,9.0,7.0,0.0,11.0,5.0,0.0,,,,0
6691,311,129,36,14.0,21,,R,15,0.0,47,,,,,,,44,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,grouillard,1958-09-02,French,fondmetal,Italian,Oil leak,32.8,1,0,0,0.0,32.0,0.0,0.0,18.0,0.0,,,,0
6692,311,103,26,29.0,23,,R,16,0.0,43,,,,,,,7,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,bernard,1964-08-24,French,lola,British,Transmission,26.9,1,0,0,1.0,17.0,0.0,1.0,10.0,0.0,,,,0
6693,311,109,35,22.0,26,,R,17,0.0,39,,,,,,,27,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,lehto,1966-01-31,Finnish,dallara,Italian,Tyre,25.4,1,0,0,4.0,11.0,0.0,5.0,7.0,0.0,,,,0
6694,311,87,34,8.0,17,,R,18,0.0,36,,,,,,,20,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,blundell,1966-04-08,British,brabham,British,Spun off,25.2,1,0,0,0.0,25.0,0.0,0.0,15.0,0.0,,,,0
6695,311,88,26,30.0,22,,R,19,0.0,32,,,,,,,7,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,suzuki,1960-09-08,Japanese,lola,British,Transmission,30.8,1,0,0,1.0,18.0,0.0,1.0,10.0,0.0,,,,0
6696,311,105,29,9.0,25,,R,20,0.0,31,,,,,,,6,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,alboreto,1956-12-23,Italian,footwork,British,Gearbox,34.5,1,0,0,0.0,33.0,0.0,0.0,17.0,0.0,,,,0
6697,311,84,34,7.0,24,,R,21,0.0,21,,,,,,,6,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,brundle,1959-06-01,British,brabham,British,Gearbox,32.1,1,0,0,0.0,29.0,0.0,0.0,15.0,0.0,,,,0
6698,311,138,25,3.0,18,,R,22,0.0,12,,,,,,,20,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,satoru_nakajima,1953-02-23,Japanese,tyrrell,British,Spun off,38.4,1,0,0,2.0,15.0,0.0,11.0,5.0,0.0,,,,0
6699,311,81,18,24.0,10,,R,23,0.0,8,,,,,,,4,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,morbidelli,1968-01-13,Italian,minardi,Italian,Collision,23.5,1,0,0,0.0,21.0,0.0,3.0,8.0,0.0,,,,0
6700,311,122,41,16.0,15,,R,24,0.0,7,,,,,,,20,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,capelli,1963-05-24,Italian,leyton,British,Spun off,28.1,1,0,0,0.0,31.0,0.0,0.0,14.0,0.0,,,,0
6701,311,77,1,2.0,5,,R,25,0.0,6,,,,,,,5,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,berger,1959-08-27,Austrian,mclaren,British,Engine,31.9,1,0,0,10.0,6.0,0.0,58.0,1.0,4.0,,,,0
6702,311,92,17,32.0,19,,R,26,0.0,0,,,,,,,20,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,gachot,1962-12-23,Belgian,jordan,Irish,Spun off,28.5,1,0,0,2.0,13.0,0.0,9.0,6.0,0.0,,,,0
6703,311,57,32,11.0,0,,F,27,0.0,0,,,,,,,81,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,hakkinen,1968-09-28,Finnish,team_lotus,British,Did not qualify,22.8,1,0,0,2.0,14.0,0.0,3.0,9.0,0.0,,,,0
6704,311,120,39,18.0,0,,F,28,0.0,0,,,,,,,81,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,barbazza,1963-04-02,Italian,ags,French,Did not qualify,28.3,1,0,0,0.0,35.0,0.0,0.0,16.0,0.0,,,,0
6705,311,99,39,17.0,0,,F,29,0.0,0,,,,,,,81,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,tarquini,1962-03-02,Italian,ags,French,Did not qualify,29.3,1,0,0,0.0,26.0,0.0,0.0,16.0,0.0,,,,0
6706,311,140,29,10.0,0,,F,30,0.0,0,,,,,,,81,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,johansson,1956-09-08,Swedish,footwork,British,Did not qualify,34.8,1,0,0,0.0,30.0,0.0,0.0,17.0,0.0,,,,0
6707,311,139,35,21.0,0,,F,31,0.0,0,,,,,,,97,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,pirro,1962-01-12,Italian,dallara,Italian,Did not prequalify,29.5,1,0,0,1.0,16.0,0.0,5.0,7.0,0.0,,,,0
6708,311,78,40,34.0,0,,F,32,0.0,0,,,,,,,97,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,larini,1964-03-19,Italian,lambo,Italian,Did not prequalify,27.3,1,0,0,0.0,23.0,0.0,0.0,13.0,0.0,,,,0
6709,311,128,40,35.0,0,,F,33,0.0,0,,,,,,,97,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,poele,1961-09-30,Belgian,lambo,Italian,Did not prequalify,29.8,1,0,0,0.0,27.0,0.0,0.0,13.0,0.0,,,,0
6710,311,142,42,31.0,0,,F,34,0.0,0,,,,,,,97,1991,7,8,French Grand Prix,1991-07-07,magny_cours,France,46.8642,3.16361,228,chaves,1965-02-27,Portuguese,coloni,Italian,Did not prequalify,26.4,1,0,0,0.0,36.0,0.0,0.0,19.0,0.0,,,,0
6711,312,95,3,5.0,1,1.0,1,1,10.0,59,1:27:35.479,5255479.0,,,,,1,1991,8,9,British Grand Prix,1991-07-14,silverstone,UK,52.0786,-1.01694,153,mansell,1953-08-08,British,williams,British,Finished,37.9,0,1,1,33.0,2.0,2.0,55.0,2.0,3.0,,,,0
6712,312,77,1,2.0,4,2.0,2,2,6.0,59,+42.293,5297772.0,,,,,1,1991,8,9,British Grand Prix,1991-07-14,silverstone,UK,52.0786,-1.01694,153,berger,1959-08-27,Austrian,mclaren,British,Finished,31.9,0,1,1,16.0,6.0,0.0,67.0,1.0,4.0,,,,0
6713,312,117,6,27.0,5,3.0,3,3,4.0,59,+1:00.150,5315629.0,,,,,1,1991,8,9,British Grand Prix,1991-07-14,silverstone,UK,52.0786,-1.01694,153,prost,1955-02-24,French,ferrari,Italian,Finished,36.4,0,1,1,21.0,4.0,0.0,29.0,3.0,0.0,,,,0
6714,312,102,1,1.0,2,4.0,4,4,3.0,58,,,,,,,60,1991,8,9,British Grand Prix,1991-07-14,silverstone,UK,52.0786,-1.01694,153,senna,1960-03-21,Brazilian,mclaren,British,Out of fuel,31.3,1,0,1,51.0,1.0,4.0,67.0,1.0,4.0,,,,0
6715,312,137,22,20.0,8,5.0,5,5,2.0,58,,,,,,,11,1991,8,9,British Grand Prix,1991-07-14,silverstone,UK,52.0786,-1.01694,153,piquet,1952-08-17,Brazilian,benetton,Italian,+1 Lap,38.9,0,0,1,18.0,5.0,1.0,23.0,4.0,1.0,,,,0
6716,312,92,17,32.0,17,6.0,6,6,1.0,58,,,,,,,11,1991,8,9,British Grand Prix,1991-07-14,silverstone,UK,52.0786,-1.01694,153,gachot,1962-12-23,Belgian,jordan,Irish,+1 Lap,28.6,0,0,1,3.0,13.0,0.0,10.0,6.0,0.0,,,,0
6717,312,131,25,4.0,10,7.0,7,7,0.0,58,,,,,,,11,1991,8,9,British Grand Prix,1991-07-14,silverstone,UK,52.0786,-1.01694,153,modena,1963-05-12,Italian,tyrrell,British,+1 Lap,28.2,0,0,0,9.0,7.0,0.0,11.0,5.0,0.0,,,,0
6718,312,138,25,3.0,15,8.0,8,8,0.0,58,,,,,,,11,1991,8,9,British Grand Prix,1991-07-14,silverstone,UK,52.0786,-1.01694,153,satoru_nakajima,1953-02-23,Japanese,tyrrell,British,+1 Lap,38.4,0,0,0,2.0,14.0,0.0,11.0,5.0,0.0,,,,0
6719,312,94,18,23.0,23,9.0,9,9,0.0,58,,,,,,,11,1991,8,9,British Grand Prix,1991-07-14,silverstone,UK,52.0786,-1.01694,153,martini,1961-04-23,Italian,minardi,Italian,+1 Lap,30.2,0,0,0,3.0,12.0,0.0,3.0,8.0,0.0,,,,0
6720,312,139,35,21.0,18,10.0,10,10,0.0,57,,,,,,,12,1991,8,9,British Grand Prix,1991-07-14,silverstone,UK,52.0786,-1.01694,153,pirro,1962-01-12,Italian,dallara,Italian,+2 Laps,29.5,0,0,0,1.0,16.0,0.0,5.0,7.0,0.0,,,,0
6721,312,81,18,24.0,20,11.0,11,11,0.0,57,,,,,,,12,1991,8,9,British Grand Prix,1991-07-14,silverstone,UK,52.0786,-1.01694,153,morbidelli,1968-01-13,Italian,minardi,Italian,+2 Laps,23.5,0,0,0,0.0,21.0,0.0,3.0,8.0,0.0,,,,0
6722,312,57,32,11.0,25,12.0,12,12,0.0,57,,,,,,,12,1991,8,9,British Grand Prix,1991-07-14,silverstone,UK,52.0786,-1.01694,153,hakkinen,1968-09-28,Finnish,team_lotus,British,+2 Laps,22.8,0,0,0,2.0,15.0,0.0,3.0,9.0,0.0,,,,0
6723,312,109,35,22.0,11,13.0,13,13,0.0,56,,,,,,,13,1991,8,9,British Grand Prix,1991-07-14,silverstone,UK,52.0786,-1.01694,153,lehto,1966-01-31,Finnish,dallara,Italian,+3 Laps,25.4,0,0,0,4.0,11.0,0.0,5.0,7.0,0.0,,,,0
